com.google.javascript.jscomp.CompilationLevel:applySafeCompilationOptions(Lcom/google/javascript/jscomp/CompilerOptions;)V CleanFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseTypeExpression(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:createScope(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/Scope;)Lcom/google/javascript/jscomp/Scope; NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:recordReturnType(Lcom/google/javascript/rhino/JSTypeExpression;)Z NoneFix
com.google.javascript.rhino.JSDocInfo:setReturnType(Lcom/google/javascript/rhino/JSTypeExpression;)V NoneFix
com.google.javascript.rhino.JSTypeExpression:isOptionalArg()Z NoneFix
com.google.javascript.rhino.JSTypeExpression:isVarArgs()Z NoneFix
com.google.javascript.rhino.JSDocInfo:getReturnType()Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.rhino.JSDocInfo:getType(I)Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.rhino.Node:copyInformationFrom(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.JSDocInfo:getParameterType(Ljava/lang/String;)Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.rhino.JSDocInfo:declareParam(Lcom/google/javascript/rhino/JSTypeExpression;Ljava/lang/String;)Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:recordParameter(Ljava/lang/String;Lcom/google/javascript/rhino/JSTypeExpression;)Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:markName(Ljava/lang/String;II)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseAndRecordParamTypeNode(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:putProp(ILjava/lang/Object;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:newNode(I)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getCharIgnoreLineEnd()I NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getRemainingJSDocLine()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:peekChar()I NoneFix
com.google.javascript.jscomp.NodeTraversal:getModule()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.jscomp.NodeUtil:opToStr(I)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CompilerInput:getModule()Lcom/google/javascript/jscomp/JSModule; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:handleStmt(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:precedence(I)I NoneFix
com.google.javascript.jscomp.NodeUtil:isFunction(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:wrapNode(ILcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:extractMultilineTextualBlock(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$ExtractionInfo; NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:recordType(Lcom/google/javascript/rhino/JSTypeExpression;)Z NoneFix
com.google.javascript.rhino.JSDocInfo:setType(Lcom/google/javascript/rhino/JSTypeExpression;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:update()V NoneFix
com.google.javascript.rhino.Node:isQualifiedName()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:matchChar(I)Z NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:ungetCharIgnoreLineEnd(I)V NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getChar()I NoneFix
com.google.javascript.rhino.JSDocInfo$LazilyInitializedInfo:<init>()V NoneFix
com.google.javascript.rhino.JSDocInfo$LazilyInitializedInfo:<init>(Lcom/google/javascript/rhino/JSDocInfo$1;)V NoneFix
com.google.javascript.rhino.JSDocInfo:lazyInitInfo()V NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:hasAnyTypeRelatedTags()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseTypeExpressionAnnotation(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:mayThrowException(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory:position2charno(I)I NoneFix
com.google.javascript.rhino.Node:<init>(ILcom/google/javascript/rhino/Node;II)V NoneFix
com.google.javascript.jscomp.NodeUtil:isAssignmentOp(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Scope$Var:isLocal()Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processFunctionCall(Lcom/google/javascript/jscomp/mozilla/rhino/ast/FunctionCall;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseAndRecordTypeNode(Lcom/google/javascript/jscomp/parsing/JsDocToken;II)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.JSDocInfo:setType(Lcom/google/javascript/rhino/JSTypeExpression;I)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseAndRecordTypeNode(Lcom/google/javascript/jscomp/parsing/JsDocToken;IIZZ)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node$NodeMismatch:<init>(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseTopLevelTypeExpression(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeLineBreak()V NoneFix
com.google.javascript.rhino.JSDocInfo:isDefine()Z NoneFix
com.google.javascript.jscomp.NodeTraversal:getScopeDepth()I NoneFix
com.google.javascript.jscomp.NodeTraversal:inGlobalScope()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:parseTypeName(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.JSDocInfo:getParameterCount()I NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:recordConstructor()Z NoneFix
com.google.javascript.rhino.JSDocInfo:setConstructor(Z)V NoneFix
com.google.javascript.jscomp.Compiler:reportCodeChange()V NoneFix
com.google.javascript.rhino.JSDocInfo:hasReturnType()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:isJSDocString(I)Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:newStringNode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.JSDocInfo:hasBaseType()Z NoneFix
com.google.javascript.rhino.JSDocInfo:hasThisType()Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:markTypeNode(Lcom/google/javascript/rhino/Node;IIIZ)V NoneFix
com.google.javascript.rhino.JSDocInfo:getBaseType()Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:skipEOLs()V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:handleExpr(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:createJSTypeExpression(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSTypeExpression; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:current()Lcom/google/javascript/jscomp/parsing/JsDocToken; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:match(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:next()Lcom/google/javascript/jscomp/parsing/JsDocToken; NoneFix
com.google.javascript.jscomp.NodeTraversal$AbstractShallowCallback:<init>()V NoneFix
com.google.javascript.jscomp.NodeTraversal$AbstractShallowCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.Node:mergeLineCharNo(II)I NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:computeFollowNode(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.ControlFlowGraph:isEnteringNewCfgNode(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Scope$Var:getName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:connectToPossibleExceptionHandler(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getAnnotation()Lcom/google/javascript/jscomp/graph/Annotation; NoneFix
com.google.javascript.rhino.Node$StringNode:<init>(ILjava/lang/String;II)V NoneFix
com.google.javascript.jscomp.Scope$Var:getParentNode()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:computeFollowNode(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:computeFallThrough(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:createEdge(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/ControlFlowGraph$Branch;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:getCfg()Lcom/google/javascript/jscomp/ControlFlowGraph; NoneFix
com.google.javascript.jscomp.ControlFlowAnalysis:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getEdges(Ljava/lang/Object;Ljava/lang/Object;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/GraphNode; NoneFix
com.google.javascript.jscomp.ControlFlowGraph:<init>(Ljava/lang/Object;)V NoneFix
com.google.javascript.jscomp.ControlFlowGraph:getEntry()Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.ControlFlowGraph:getImplicitReturn()Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getDirectedSuccNodes(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)Ljava/util/List; NoneFix
com.google.javascript.rhino.JSDocInfo:isJavaDispatch()Z NoneFix
com.google.javascript.rhino.Node:<init>(III)V NoneFix
com.google.javascript.rhino.JSDocInfo:setFlag(ZI)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory$NodeWithJsDoc:access$202(Lcom/google/javascript/jscomp/parsing/IRFactory$NodeWithJsDoc;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:attachJsDoc(Lcom/google/javascript/jscomp/mozilla/rhino/ast/Comment;Lcom/google/javascript/rhino/JSDocInfo;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformTree(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstRoot;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:getQualifiedName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CodeConsumer:maybeEndStatement()V NoneFix
com.google.javascript.jscomp.parsing.IRFactory$NodeWithJsDoc:<init>(Lcom/google/javascript/jscomp/parsing/IRFactory;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:createJsDocInfoParser(Ljava/lang/String;IILcom/google/javascript/rhino/Node$FileLevelJsDocBuilder;Lcom/google/javascript/rhino/JSDocInfo;)Lcom/google/javascript/jscomp/parsing/JsDocInfoParser; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transform(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:setFileLevelJsDocBuilder(Lcom/google/javascript/rhino/Node$FileLevelJsDocBuilder;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:getFileOverviewJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.rhino.JSDocInfo:isInterface()Z NoneFix
com.google.javascript.jscomp.SyntacticScopeCreator:declareVar(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.JSDocInfo:isConstructor()Z NoneFix
com.google.javascript.jscomp.Scope:getVars()Ljava/util/Iterator; NoneFix
com.google.javascript.rhino.Node:setJSDocInfo(Lcom/google/javascript/rhino/JSDocInfo;)V NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:hasAnySingletonTypeTags()Z NoneFix
com.google.javascript.jscomp.NodeTraversal:getSourceName()Ljava/lang/String; NoneFix
com.google.javascript.rhino.JSDocInfo:hasTypedefType()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:eatTokensUntilEOL()Lcom/google/javascript/jscomp/parsing/JsDocToken; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge:getValue()Ljava/lang/Object; NoneFix
com.google.javascript.rhino.JSDocInfo:hasType()Z NoneFix
com.google.javascript.jscomp.CodeGenerator:addList(Lcom/google/javascript/rhino/Node;ZLcom/google/javascript/jscomp/CodeGenerator$Context;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:eatTokensUntilEOL(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/jscomp/parsing/JsDocToken; NoneFix
com.google.javascript.jscomp.Scope:declare(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/Scope$Var; NoneFix
com.google.javascript.jscomp.CodeGenerator:addList(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isStatementBlock(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Scope:getRootNode()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.CodeConsumer:addOp(Ljava/lang/String;Z)V NoneFix
com.google.javascript.rhino.JSDocInfo:hasEnumParameterType()Z NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getDirectedGraphNodes()Ljava/util/List; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge:getDestination()Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.GoogleCodingConvention:isOptionalParameter(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.GoogleCodingConvention:isVarArgsParameter(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.rhino.JSDocInfo:addMarker()Lcom/google/javascript/rhino/JSDocInfo$Marker; NoneFix
com.google.javascript.rhino.JSDocInfo:lazyInitDocumentation()Z NoneFix
com.google.javascript.jscomp.CodeConsumer:appendOp(Ljava/lang/String;Z)V NoneFix
com.google.javascript.rhino.JSDocInfo:hasType(I)Z NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:createNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/GraphNode; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processFunctionNode(Lcom/google/javascript/jscomp/mozilla/rhino/ast/FunctionNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getValue()Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphEdge:<init>(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Ljava/lang/Object;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:<init>(Ljava/lang/Object;)V NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getInEdges()Ljava/util/List; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:getOutEdges()Ljava/util/List; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:connect(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/Graph$GraphEdge; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:createDirectedGraphNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph:getDirectedGraphNode(Ljava/lang/Object;)Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode; NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:populateDefaults(Lcom/google/javascript/rhino/JSDocInfo;)V NoneFix
com.google.javascript.jscomp.graph.DiGraph:<init>()V NoneFix
com.google.javascript.jscomp.CodeGenerator:getContextForNoInOperator(Lcom/google/javascript/jscomp/CodeGenerator$Context;)Lcom/google/javascript/jscomp/CodeGenerator$Context; NoneFix
com.google.javascript.rhino.JSDocInfo:isExterns()Z NoneFix
com.google.javascript.rhino.JSDocInfo:hasFileOverview()Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:build(Ljava/lang/String;)Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.graph.Graph:<init>()V NoneFix
com.google.javascript.rhino.JSDocInfo:getVisibility()Lcom/google/javascript/rhino/JSDocInfo$Visibility; NoneFix
com.google.javascript.rhino.JSDocInfo:getFlag(I)Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:markAnnotation(Ljava/lang/String;II)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:hasParsedFileOverviewDocInfo()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:retrieveAndResetParsedJSDocInfo()Lcom/google/javascript/rhino/JSDocInfo; NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getCharno()I NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getLineno()I NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:isPopulated()Z NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:isPopulatedWithFileOverview()Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser$ExtractionInfo:access$400(Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$ExtractionInfo;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:extractBlockComment(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$ExtractionInfo; NoneFix
com.google.javascript.jscomp.CodeConsumer:endLine()V NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:isAlpha(I)Z NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser$ErrorReporterParser:<init>(Lcom/google/javascript/jscomp/parsing/JsDocInfoParser;Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$1;)V NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:<init>(Lcom/google/javascript/jscomp/parsing/JsDocTokenStream;Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/jscomp/mozilla/rhino/ErrorReporter;)V NoneFix
com.google.javascript.rhino.JSDocInfoBuilder:<init>(Z)V NoneFix
com.google.javascript.rhino.JSDocInfo:<init>(Z)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformTokenType(I)I NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:addToString(I)V NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getString()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getStringFromBuffer()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:ungetChar(I)V NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:isJSSpace(I)Z NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:<init>(Ljava/lang/String;II)V NoneFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getOffset()I NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processAssignment(Lcom/google/javascript/jscomp/mozilla/rhino/ast/Assignment;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeTraversal:pushScope(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/NodeTraversal$Callback;Lcom/google/javascript/jscomp/ScopeCreator;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:popScope()V NoneFix
com.google.javascript.jscomp.NodeUtil:isExpressionNode(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.NodeUtil:isFunctionDeclaration(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.GoogleCodingConvention:isConstant(Ljava/lang/String;)Z NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeCutLine()V NoneFix
com.google.javascript.jscomp.CodeGenerator:addLeftExpr(Lcom/google/javascript/rhino/Node;ILcom/google/javascript/jscomp/CodeGenerator$Context;)V NoneFix
com.google.javascript.jscomp.CodeGenerator:addExpr(Lcom/google/javascript/rhino/Node;ILcom/google/javascript/jscomp/CodeGenerator$Context;)V NoneFix
com.google.javascript.jscomp.CodeConsumer:endStatement()V NoneFix
com.google.javascript.jscomp.CodeConsumer:endStatement(Z)V NoneFix
com.google.javascript.jscomp.CodeGenerator:add(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.CodeConsumer:addIdentifier(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.CodeGenerator:addIdentifier(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.CodeGenerator:identifierEscape(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processVariableInitializer(Lcom/google/javascript/jscomp/mozilla/rhino/ast/VariableInitializer;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.NodeUtil:isLatin(Ljava/lang/String;)Z NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:notePreferredLineBreak()V NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:getLastChar()C NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:append(Ljava/lang/String;)V NoneFix
com.google.javascript.rhino.Node:detachFromParent()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.CodeConsumer:add(Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.CodeConsumer:isWordChar(C)Z NoneFix
com.google.javascript.rhino.Node:removeChild(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node$StringNode:isEquivalentTo(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.CodePrinter$Builder:setOutputCharset(Ljava/nio/charset/Charset;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NoneFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NoneFix
com.google.javascript.rhino.Node:hasChildren()Z NoneFix
com.google.javascript.jscomp.NodeTraversal:getInput()Lcom/google/javascript/jscomp/CompilerInput; NoneFix
com.google.javascript.rhino.Node:hasOneChild()Z NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processPropertyGet(Lcom/google/javascript/jscomp/mozilla/rhino/ast/PropertyGet;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:<init>(ZIZ)V NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:<init>(ZIZLcom/google/javascript/jscomp/CodePrinter$1;)V NoneFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:getCode()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processInfixExpression(Lcom/google/javascript/jscomp/mozilla/rhino/ast/InfixExpression;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.CodeConsumer:<init>()V NoneFix
com.google.javascript.jscomp.CodeGenerator:<init>(Lcom/google/javascript/jscomp/CodeConsumer;Ljava/nio/charset/Charset;Z)V NoneFix
com.google.javascript.jscomp.CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodePrinter$Builder:<init>(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodePrinter$Builder:build()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:<init>(Z)V NoneFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:endSourceMapping(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:startSourceMapping(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CodePrinter:access$100(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodePrinter$Format;ZILcom/google/javascript/jscomp/SourceMap;Ljava/nio/charset/Charset;Z)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CodePrinter:toSource(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodePrinter$Format;ZILcom/google/javascript/jscomp/SourceMap;Ljava/nio/charset/Charset;Z)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:transformAsString(Lcom/google/javascript/jscomp/mozilla/rhino/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:isEquivalentTo(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.BasicErrorManager:getWarningCount()I NoneFix
com.google.javascript.jscomp.Compiler:initInputsByNameMap()V NoneFix
com.google.javascript.jscomp.Compiler:init([Lcom/google/javascript/jscomp/JSSourceFile;[Lcom/google/javascript/jscomp/JSSourceFile;Lcom/google/javascript/jscomp/CompilerOptions;)V NoneFix
