com.google.javascript.jscomp.CheckSideEffects:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V CleanFix
com.google.javascript.rhino.jstype.JSTypeRegistry:initializeBuiltInTypes()V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:initializeRegistry()V NoneFix
com.google.javascript.rhino.jstype.NoResolvedType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NoType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NullType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NumberType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.ObjectType:isUnknownType()Z NoneFix
com.google.javascript.rhino.jstype.StringType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.StringType:toStringHelper(Z)Ljava/lang/String; NoneFix
com.google.javascript.rhino.jstype.ValueType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.VoidType:toStringHelper(Z)Ljava/lang/String; NoneFix
com.google.javascript.rhino.Node:clonePropsFrom(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:setStaticSourceFile(Lcom/google/javascript/rhino/jstype/StaticSourceFile;)V NoneFix
com.google.javascript.rhino.Node$AbstractPropListItem:getNext()Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.rhino.Node:getLastChild()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:addChildToBack(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.rhino.Node:putIntProp(II)V NoneFix
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator:<init>()V NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard$GuardComparator:<init>(Ljava/util/Map;Lcom/google/javascript/jscomp/ComposeWarningsGuard$1;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:<init>(Lcom/google/javascript/jscomp/parsing/IRFactory;Lcom/google/javascript/jscomp/parsing/IRFactory$1;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$100(I)I NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1000(Lcom/google/javascript/jscomp/parsing/IRFactory;Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1200(Lcom/google/javascript/jscomp/parsing/IRFactory;ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1300(Lcom/google/javascript/jscomp/parsing/IRFactory;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/head/ast/AstNode;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1400(Lcom/google/javascript/jscomp/parsing/IRFactory;I)I NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1500(Lcom/google/javascript/jscomp/parsing/IRFactory;)Lcom/google/javascript/jscomp/parsing/Config; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1600(Lcom/google/javascript/jscomp/parsing/IRFactory;ILjava/lang/String;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1700(Lcom/google/javascript/jscomp/parsing/IRFactory;)Ljava/util/Set; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1800(Lcom/google/javascript/jscomp/parsing/IRFactory;Ljava/lang/Double;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$1900(Lcom/google/javascript/jscomp/parsing/IRFactory;Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$200(Lcom/google/javascript/jscomp/parsing/IRFactory;I)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.jscomp.parsing.IRFactory:access$300(Lcom/google/javascript/jscomp/parsing/IRFactory;Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.JSDocInfo:<init>()V NoneFix
com.google.javascript.rhino.Node$AncestorIterable:access$000(Lcom/google/javascript/rhino/Node$AncestorIterable;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.jstype.FunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.parsing.IRFactory:transformTokenType(I)I NegFix
com.google.javascript.jscomp.CheckSideEffects:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/CheckLevel;Z)V NegFix
com.google.javascript.jscomp.CodeConsumer:shouldPreserveExtraBlocks()Z NegFix
com.google.javascript.jscomp.CodeGenerator:addList(Lcom/google/javascript/rhino/Node;ZLcom/google/javascript/jscomp/CodeGenerator$Context;)V NegFix
com.google.javascript.jscomp.CodeConsumer:listSeparator()V NegFix
com.google.javascript.rhino.Node$AncestorIterable:<init>(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.Node$AncestorIterable:iterator()Ljava/util/Iterator; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processParenthesizedExpression(Lcom/google/javascript/rhino/head/ast/ParenthesizedExpression;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:setType(I)V NegFix
com.google.javascript.jscomp.AstValidator:validateChildless(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.NodeUtil:mayHaveSideEffects(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/AbstractCompiler;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory:newStringNode(Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.IR:string(Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:newString(Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.BasicErrorManager$ErrorWithLevel:<init>(Lcom/google/javascript/jscomp/JSError;Lcom/google/javascript/jscomp/CheckLevel;)V NegFix
com.google.javascript.jscomp.CodeConsumer:endFunction(Z)V NegFix
com.google.javascript.jscomp.CodeConsumer:addNumber(D)V NegFix
com.google.javascript.jscomp.CodeConsumer:isNegativeZero(D)Z NegFix
com.google.javascript.jscomp.CodeConsumer:add(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeLineBreak()V NegFix
com.google.javascript.jscomp.CodeConsumer:addConstant(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:isIndirectEval(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.NodeUtil:isAssignmentOp(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.CodeGenerator:unrollBinaryOperator(Lcom/google/javascript/rhino/Node;ILjava/lang/String;Lcom/google/javascript/jscomp/CodeGenerator$Context;Lcom/google/javascript/jscomp/CodeGenerator$Context;II)V NegFix
com.google.javascript.rhino.Node:isLabel()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processFunctionCall(Lcom/google/javascript/rhino/head/ast/FunctionCall;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodeConsumer:breakAfterBlockFor(Lcom/google/javascript/rhino/Node;Z)Z NegFix
com.google.javascript.jscomp.CodeConsumer:appendBlockEnd()V NegFix
com.google.javascript.jscomp.CodeConsumer:appendBlockStart()V NegFix
com.google.javascript.jscomp.AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateFunctionStatement(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodeConsumer:beginBlock()V NegFix
com.google.javascript.jscomp.CodeConsumer:endBlock(Z)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateCalls(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateAssignmentExpression(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateAssignmentTarget(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodeConsumer:maybeEndStatement()V NegFix
com.google.javascript.jscomp.CodeChangeHandler$RecentChange:reportChange()V NegFix
com.google.javascript.jscomp.CodeGenerator:addList(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodeConsumer:addOp(Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.CodeConsumer:appendOp(Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:position2charno(I)I NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processNumberLiteral(Lcom/google/javascript/rhino/head/ast/NumberLiteral;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.IR:number(D)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node$NumberNode:<init>(D)V NegFix
com.google.javascript.rhino.Node:newNumber(D)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.GoogleCodingConvention:isOptionalParameter(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.GoogleCodingConvention:isVarArgsParameter(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.LineNumberCheck:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.LineNumberCheck:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.LineNumberCheck:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processGeneric(Lcom/google/javascript/rhino/head/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeCutLine()V NegFix
com.google.javascript.rhino.Node:isEquivalentTo(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:detachFromParent()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:removeChild(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateRoot(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.Node:getChildBefore(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:getChildAtIndex(I)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodeConsumer:endStatement()V NegFix
com.google.javascript.jscomp.CodeConsumer:addIdentifier(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:add(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:addIdentifier(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:identifierEscape(Ljava/lang/String;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:notePreferredLineBreak()V NegFix
com.google.javascript.rhino.Node:cloneTree()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:append(Ljava/lang/String;)V NegFix
com.google.javascript.rhino.Node$StringNode:isEquivalentTo(Lcom/google/javascript/rhino/Node;ZZ)Z NegFix
com.google.javascript.jscomp.AstValidator:validateName(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:getLastChar()C NegFix
com.google.javascript.jscomp.CodeConsumer:isWordChar(C)Z NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setOutputCharset(Ljava/nio/charset/Charset;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setSourceMapDetailLevel(Lcom/google/javascript/jscomp/SourceMap$DetailLevel;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/SourceMap;Z)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:getLanguageOut()Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setPreferLineBreakAtEndOfFile(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodeChangeHandler$RecentChange:reset()V NegFix
com.google.javascript.rhino.Node:checkTreeEquals(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:cloneNode()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setSourceMap(Lcom/google/javascript/jscomp/SourceMap;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setLineLengthThreshold(I)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.AstValidator:validateNonEmptyString(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateNonNullString(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setLineBreak(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.AstValidator:validateCodeRoot(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateIsSynthetic(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:<init>(ZZIZLcom/google/javascript/jscomp/SourceMap$DetailLevel;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:endFile()V NegFix
com.google.javascript.jscomp.AstValidator:<init>()V NegFix
com.google.javascript.jscomp.AstValidator:validateHasInputId(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateNodeType(ILcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setPrettyPrint(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodeConsumer:<init>()V NegFix
com.google.javascript.jscomp.CodeConsumer:continueProcessing()Z NegFix
com.google.javascript.jscomp.CodeGenerator:<init>(Lcom/google/javascript/jscomp/CodeConsumer;Ljava/nio/charset/Charset;)V NegFix
com.google.javascript.jscomp.CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:<init>(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:build()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:<init>(IZLcom/google/javascript/jscomp/SourceMap$DetailLevel;)V NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:getCode()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:startSourceMapping(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.JSDocInfo:setAssociatedNode(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.JSDocInfo:setVisibility(Lcom/google/javascript/rhino/JSDocInfo$Visibility;)V NegFix
com.google.javascript.rhino.IR:script()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:hoistNoCompileFiles()V NegFix
com.google.javascript.jscomp.Compiler:hasErrors()Z NegFix
com.google.javascript.jscomp.CompilerOptions$TracerMode:isOn()Z NegFix
com.google.javascript.rhino.IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.IR:mayBeStatementNoReturn(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.IR:mayBeStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.CodeChangeHandler$RecentChange:hasCodeChanged()Z NegFix
com.google.javascript.jscomp.Tracer:<init>(Ljava/lang/String;Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.Tracer:getThreadTrace()Lcom/google/javascript/jscomp/Tracer$ThreadTrace; NegFix
com.google.javascript.jscomp.Tracer:stop()J NegFix
com.google.javascript.jscomp.Tracer:stop(I)J NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarningCount()I NegFix
com.google.javascript.rhino.IR:block()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(ILcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:initCompilerOptionsIfTesting()V NegFix
com.google.javascript.rhino.Node:isCall()Z NegFix
com.google.javascript.rhino.Node:isGetElem()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processAssignment(Lcom/google/javascript/rhino/head/ast/Assignment;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isComma()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processInfixExpression(Lcom/google/javascript/rhino/head/ast/InfixExpression;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:isExprResult()Z NegFix
com.google.javascript.jscomp.NodeUtil:isGet(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.NodeTraversal$AbstractPostOrderCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.NodeUtil:getFunctionJSDocInfo(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/JSDocInfo; NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateDispatchers(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.NodeUtil:isFunctionExpression(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isString()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processBlock(Lcom/google/javascript/rhino/head/ast/Block;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(ILcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.ComposeWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NegFix
com.google.javascript.rhino.Node:hasChildren()Z NegFix
com.google.javascript.jscomp.NodeUtil:isStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:getIntProp(I)I NegFix
com.google.javascript.jscomp.GoogleCodingConvention:<init>()V NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:init(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.Compiler:getParserConfig()Lcom/google/javascript/jscomp/parsing/Config; NegFix
com.google.javascript.jscomp.Compiler:makeCompilerInput(Ljava/util/List;Z)Ljava/util/List; NegFix
com.google.javascript.rhino.Node$IntPropListItem:getIntValue()I NegFix
com.google.javascript.jscomp.Compiler:initModules(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.Compiler:checkFirstModule(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.Compiler:fillEmptyModules(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.Compiler:getAllInputsFromModules(Ljava/util/List;)Ljava/util/List; NegFix
com.google.javascript.jscomp.Compiler:initBasedOnOptions()V NegFix
com.google.javascript.jscomp.JSModule:add(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.JSModule:add(Lcom/google/javascript/jscomp/CompilerInput;)V NegFix
com.google.javascript.jscomp.JSModule:getInputs()Ljava/util/List; NegFix
com.google.javascript.jscomp.CompilerInput:getName()Ljava/lang/String; NegFix
com.google.javascript.rhino.InputId:getIdName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:setCodingConvention(Lcom/google/javascript/jscomp/CodingConvention;)V NegFix
com.google.javascript.rhino.Node:isGetProp()Z NegFix
com.google.javascript.jscomp.CompilerOptions:setLanguageIn(Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processExpressionStatement(Lcom/google/javascript/rhino/head/ast/ExpressionStatement;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.jstype.ObjectType:isImplicitPrototype(Lcom/google/javascript/rhino/jstype/ObjectType;)Z NegFix
com.google.javascript.jscomp.Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.BasicErrorManager:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.rhino.jstype.InstanceObjectType:isEquivalentTo(Lcom/google/javascript/rhino/jstype/JSType;)Z NegFix
com.google.javascript.jscomp.Compiler:getTypeRegistry()Lcom/google/javascript/rhino/jstype/JSTypeRegistry; NegFix
com.google.javascript.rhino.jstype.UnionTypeBuilder:addAlternate(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/UnionTypeBuilder; NegFix
com.google.javascript.rhino.Node:extractCharno(I)I NegFix
com.google.javascript.rhino.jstype.JSType:isNominalType()Z NegFix
com.google.javascript.rhino.Node:isBlock()Z NegFix
com.google.javascript.rhino.Node:getBooleanProp(I)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType; NegFix
com.google.javascript.rhino.jstype.InstanceObjectType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.ObjectType:defineDeclaredProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.ObjectType:hasOwnDeclaredProperty(Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:hasOwnProperty(Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createNullableType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType; NegFix
com.google.javascript.rhino.Node:isVar()Z NegFix
com.google.javascript.rhino.Node:isName()Z NegFix
com.google.javascript.rhino.Node:isFunction()Z NegFix
com.google.javascript.jscomp.Compiler:getErrorCount()I NegFix
com.google.javascript.rhino.Node:getParent()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:prepareAst(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NegFix
com.google.javascript.rhino.Node:isObjectLit()Z NegFix
com.google.javascript.jscomp.CompilerInput:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.LoggerErrorManager:<init>(Lcom/google/javascript/jscomp/MessageFormatter;Ljava/util/logging/Logger;)V NegFix
com.google.javascript.jscomp.Compiler:acceptConstKeyword()Z NegFix
com.google.javascript.jscomp.Compiler:getDefaultErrorReporter()Lcom/google/javascript/rhino/head/ErrorReporter; NegFix
com.google.javascript.jscomp.JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeTraversal:getSourceName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:getCodingConvention()Lcom/google/javascript/jscomp/CodingConvention; NegFix
com.google.javascript.jscomp.CompilerOptions:getCodingConvention()Lcom/google/javascript/jscomp/CodingConvention; NegFix
com.google.javascript.jscomp.SourceFile:getCode()Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:<init>()V NegFix
com.google.javascript.rhino.Node:getSourceFileName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.CompilerInput:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.CompilerInput:setCompiler(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.Compiler:isIdeMode()Z NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Lcom/google/javascript/rhino/InputId;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;Z)V NegFix
com.google.javascript.jscomp.JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.JsAst:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.JsAst:getSourceFile()Lcom/google/javascript/jscomp/SourceFile; NegFix
com.google.javascript.jscomp.SourceFile:setIsExtern(Z)V NegFix
com.google.javascript.rhino.Node:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.NodeTraversal:popScope()V NegFix
