com.google.javascript.jscomp.FunctionInjector:canInlineReferenceDirectly(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/FunctionInjector$CanInlineResult; CleanFix
com.google.javascript.jscomp.Normalize$ScopeTicklingCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.Normalize:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NegFix
com.google.javascript.jscomp.AbstractCompiler:setLifeCycleStage(Lcom/google/javascript/jscomp/AbstractCompiler$LifeCycleStage;)V NegFix
com.google.javascript.rhino.Node:getLastSibling()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.MakeDeclaredNamesUnique:<init>()V NegFix
com.google.javascript.jscomp.Normalize$NormalizeStatements:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NegFix
com.google.javascript.jscomp.AbstractCompiler$LifeCycleStage:isNormalized()Z NegFix
com.google.javascript.jscomp.AstValidator:validateUnaryOp(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.InputId:toString()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node$IntPropListItem:toString()Ljava/lang/String; NegFix
com.google.javascript.jscomp.SourceFile:toString()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node$ObjectPropListItem:toString()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:getSortedPropTypes()[I NegFix
com.google.javascript.rhino.Node:appendStringTree(Ljava/lang/Appendable;)V NegFix
com.google.javascript.rhino.Node:toStringTree()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:toStringTreeImpl()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:toString()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:toString(ZZZ)Ljava/lang/String; NegFix
com.google.javascript.jscomp.SyntacticScopeCreator:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/SyntacticScopeCreator$RedeclarationHandler;)V NegFix
com.google.javascript.jscomp.CodeGenerator:getNonEmptyChildCount(Lcom/google/javascript/rhino/Node;I)I NegFix
com.google.javascript.rhino.Node:isStringKey()Z NegFix
com.google.javascript.jscomp.AstValidator:validateMinimumChildCount(Lcom/google/javascript/rhino/Node;I)V NegFix
com.google.javascript.rhino.Node:isLabel()Z NegFix
com.google.javascript.jscomp.AstValidator:validateCall(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.Compiler:reportCodeChange()V NegFix
com.google.javascript.jscomp.RecentChange:reportChange()V NegFix
com.google.javascript.rhino.IR:name(Ljava/lang/String;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodeGenerator:unrollBinaryOperator(Lcom/google/javascript/rhino/Node;ILjava/lang/String;Lcom/google/javascript/jscomp/CodeGenerator$Context;Lcom/google/javascript/jscomp/CodeGenerator$Context;II)V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processUnaryExpression(Lcom/google/javascript/rhino/head/ast/UnaryExpression;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.AstValidator:validateMaximumChildCount(Lcom/google/javascript/rhino/Node;I)V NegFix
com.google.javascript.jscomp.CodeConsumer:addOp(Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.CodeConsumer:appendOp(Ljava/lang/String;Z)V NegFix
com.google.javascript.rhino.IR:number(D)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:newNumber(D)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodeGenerator:getContextForNoInOperator(Lcom/google/javascript/jscomp/CodeGenerator$Context;)Lcom/google/javascript/jscomp/CodeGenerator$Context; NegFix
com.google.javascript.rhino.Node:isComma()Z NegFix
com.google.javascript.jscomp.AstValidator:validateAssignmentExpression(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateAssignmentTarget(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.LineNumberCheck:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.LineNumberCheck:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.LineNumberCheck:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.NodeUtil$2:<init>(Ljava/util/Map;Z)V NegFix
com.google.javascript.jscomp.CodeConsumer:addNumber(D)V NegFix
com.google.javascript.jscomp.CodeConsumer:isNegativeZero(D)Z NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeCutLine()V NegFix
com.google.javascript.jscomp.AstValidator:validateExprStmt(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.Node:getChangeTime()I NegFix
com.google.javascript.rhino.Node:isNew()Z NegFix
com.google.javascript.jscomp.AstValidator:validateChildCount(Lcom/google/javascript/rhino/Node;I)V NegFix
com.google.javascript.jscomp.CodeGenerator:addExpr(Lcom/google/javascript/rhino/Node;ILcom/google/javascript/jscomp/CodeGenerator$Context;)V NegFix
com.google.javascript.jscomp.NodeUtil:precedence(I)I NegFix
com.google.javascript.jscomp.AstValidator:validateRoot(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodeConsumer:endStatement()V NegFix
com.google.javascript.jscomp.CodeConsumer:endStatement(Z)V NegFix
com.google.javascript.jscomp.CodeConsumer:addIdentifier(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:addIdentifier(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeGenerator:identifierEscape(Ljava/lang/String;)Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:isEquivalentTo(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:notePreferredLineBreak()V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:append(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CodeConsumer:add(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:transformNodeWithInlineJsDoc(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:getLastChar()C NegFix
com.google.javascript.jscomp.CodeConsumer:isWordChar(C)Z NegFix
com.google.javascript.jscomp.CodeConsumer:maybeEndStatement()V NegFix
com.google.javascript.jscomp.Compiler:toSource(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/SourceMap;Z)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setTagAsStrict(Z)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodeConsumer:addConstant(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.AstValidator:validateName(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.Node:cloneNode()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setSourceMap(Lcom/google/javascript/jscomp/SourceMap;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CodePrinter$Builder:setCompilerOptions(Lcom/google/javascript/jscomp/CompilerOptions;)Lcom/google/javascript/jscomp/CodePrinter$Builder; NegFix
com.google.javascript.jscomp.CompilerOptions:clone()Ljava/lang/Object; NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:<init>(ZZIZLcom/google/javascript/jscomp/SourceMap$DetailLevel;)V NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:endFile()V NegFix
com.google.javascript.jscomp.AstValidator:validateNonEmptyString(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateNonNullString(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateCodeRoot(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateIsSynthetic(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodeGenerator:<init>(Lcom/google/javascript/jscomp/CodeConsumer;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.CodePrinter$Builder:<init>(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:<init>(IZLcom/google/javascript/jscomp/SourceMap$DetailLevel;)V NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:getCode()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CodePrinter$MappedCodePrinter:startSourceMapping(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CodePrinter:toSource(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/CodePrinter$Format;Lcom/google/javascript/jscomp/CompilerOptions;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/jscomp/SourceMap;Z)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:getLanguageOut()Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode; NegFix
com.google.javascript.jscomp.CompilerOptions:getOutputCharset()Ljava/nio/charset/Charset; NegFix
com.google.javascript.jscomp.CodeConsumer:<init>()V NegFix
com.google.javascript.jscomp.CodeConsumer:continueProcessing()Z NegFix
com.google.javascript.jscomp.CodeGenerator:add(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:<init>()V NegFix
com.google.javascript.jscomp.AstValidator:validateHasInputId(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateHasSourceName(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.AstValidator:validateNodeType(ILcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.CompilerOptions:isExternExportsEnabled()Z NegFix
com.google.javascript.jscomp.Compiler:hasErrors()Z NegFix
com.google.javascript.jscomp.Compiler:stopTracer(Lcom/google/javascript/jscomp/Tracer;Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CompilerOptions$TracerMode:isOn()Z NegFix
com.google.javascript.rhino.IR:mayBeStatementNoReturn(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.IR:mayBeStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.Tracer:stop()J NegFix
com.google.javascript.jscomp.Tracer:stop(I)J NegFix
com.google.javascript.jscomp.Compiler:hasHaltingErrors()Z NegFix
com.google.javascript.jscomp.Tracer$ThreadTrace:isInitialized()Z NegFix
com.google.javascript.jscomp.Tracer:<init>(Ljava/lang/String;Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.Tracer:getThreadTrace()Lcom/google/javascript/jscomp/Tracer$ThreadTrace; NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarningCount()I NegFix
com.google.javascript.jscomp.NodeTraversal:traverseRoots(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/List;Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory:newNode(ILcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:initCompilerOptionsIfTesting()V NegFix
com.google.javascript.jscomp.AstValidator:validateFunctionStatement(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processScope(Lcom/google/javascript/rhino/head/ast/Scope;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:isGetElem()Z NegFix
com.google.javascript.rhino.Node:isCast()Z NegFix
com.google.javascript.jscomp.NodeTraversal:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/NodeTraversal$Callback;Lcom/google/javascript/jscomp/ScopeCreator;)V NegFix
com.google.javascript.rhino.Node:isExprResult()Z NegFix
com.google.javascript.rhino.Node:isEmpty()Z NegFix
com.google.javascript.jscomp.NodeUtil:isGet(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:annotateDispatchers(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.NodeUtil:isFunctionExpression(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isAssign()Z NegFix
com.google.javascript.jscomp.NodeTraversal$AbstractPostOrderCallback:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processBlock(Lcom/google/javascript/rhino/head/ast/Block;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeUtil:isStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isCall()Z NegFix
com.google.javascript.jscomp.CodeGenerator:addList(Lcom/google/javascript/rhino/Node;ZLcom/google/javascript/jscomp/CodeGenerator$Context;)V NegFix
com.google.javascript.jscomp.Compiler:reconcileOptionsWithGuards()V NegFix
com.google.javascript.rhino.Node:hasChildren()Z NegFix
com.google.javascript.jscomp.ComposeWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processNumberLiteral(Lcom/google/javascript/rhino/head/ast/NumberLiteral;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:getTypeRegistry()Lcom/google/javascript/rhino/jstype/JSTypeRegistry; NegFix
com.google.javascript.jscomp.GoogleCodingConvention:<init>()V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:isReservedKeyword(Ljava/lang/String;)Z NegFix
com.google.javascript.jscomp.Compiler:initInputsByIdMap()V NegFix
com.google.javascript.jscomp.Compiler:makeCompilerInput(Ljava/util/List;Z)Ljava/util/List; NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:initModules(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.Compiler:fillEmptyModules(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.Compiler:initBasedOnOptions()V NegFix
com.google.javascript.rhino.Node$IntPropListItem:getIntValue()I NegFix
com.google.javascript.jscomp.CompilerInput:getName()Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:isGetProp()Z NegFix
com.google.javascript.jscomp.CodePrinter$CompactCodePrinter:maybeLineBreak()V NegFix
com.google.javascript.rhino.InputId:getIdName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:setCodingConvention(Lcom/google/javascript/jscomp/CodingConvention;)V NegFix
com.google.javascript.jscomp.CompilerOptions:setLanguageIn(Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode;)V NegFix
com.google.javascript.rhino.IR:block()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processExpressionStatement(Lcom/google/javascript/rhino/head/ast/ExpressionStatement;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:extractCharno(I)I NegFix
com.google.javascript.jscomp.Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.BasicErrorManager:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.rhino.jstype.TemplateTypeMap:checkEquivalenceHelper(Lcom/google/javascript/rhino/jstype/TemplateTypeMap;Lcom/google/javascript/rhino/jstype/EquivalenceMethod;)Z NegFix
com.google.javascript.jscomp.BasicErrorManager:toArray(Lcom/google/javascript/jscomp/CheckLevel;)[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.rhino.jstype.ObjectType:isImplicitPrototype(Lcom/google/javascript/rhino/jstype/ObjectType;)Z NegFix
com.google.javascript.rhino.Node:isVar()Z NegFix
com.google.javascript.rhino.jstype.UnionTypeBuilder:addAlternate(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/UnionTypeBuilder; NegFix
com.google.javascript.jscomp.Compiler:getErrorCount()I NegFix
com.google.javascript.rhino.jstype.InstanceObjectType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isName()Z NegFix
com.google.javascript.rhino.jstype.ObjectType:defineDeclaredProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType; NegFix
com.google.javascript.rhino.jstype.ObjectType:hasOwnDeclaredProperty(Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.jstype.PropertyMap:putProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/Property;)V NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZLcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.ObjectType:getOwnSlot(Ljava/lang/String;)Lcom/google/javascript/rhino/jstype/Property; NegFix
com.google.javascript.rhino.jstype.ObjectType:hasOwnProperty(Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.jstype.PropertyMap:getOwnProperty(Ljava/lang/String;)Lcom/google/javascript/rhino/jstype/Property; NegFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createNullableType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType; NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getPropertyMap()Lcom/google/javascript/rhino/jstype/PropertyMap; NegFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getReferenceName()Ljava/lang/String; NegFix
com.google.javascript.rhino.jstype.JSType:checkEquivalenceHelper(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/EquivalenceMethod;)Z NegFix
com.google.javascript.rhino.Node:isFunction()Z NegFix
com.google.javascript.jscomp.LoggerErrorManager:<init>(Lcom/google/javascript/jscomp/MessageFormatter;Ljava/util/logging/Logger;)V NegFix
com.google.javascript.jscomp.Compiler:prepareAst(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NegFix
com.google.javascript.rhino.Node:isObjectLit()Z NegFix
com.google.javascript.jscomp.Compiler:<init>()V NegFix
com.google.javascript.jscomp.Compiler:getDefaultErrorReporter()Lcom/google/javascript/rhino/head/ErrorReporter; NegFix
com.google.javascript.jscomp.JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeTraversal:getSourceName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerInput:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:removeProp(I)V NegFix
com.google.javascript.jscomp.Compiler:getErrorManager()Lcom/google/javascript/jscomp/ErrorManager; NegFix
com.google.javascript.jscomp.Compiler:putCompilerInput(Lcom/google/javascript/rhino/InputId;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/CompilerInput; NegFix
com.google.javascript.rhino.Node:getSourceFileName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.Compiler:isIdeMode()Z NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.CompilerInput:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.CompilerInput:setCompiler(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Lcom/google/javascript/rhino/InputId;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;Z)V NegFix
com.google.javascript.jscomp.JsAst:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.JsAst:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.JsAst:getSourceFile()Lcom/google/javascript/jscomp/SourceFile; NegFix
com.google.javascript.jscomp.NodeTraversal:traverse(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NegFix
com.google.javascript.jscomp.NodeTraversal:traverse(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.SourceFile:setIsExtern(Z)V NegFix
com.google.javascript.jscomp.NodeTraversal:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NegFix
com.google.javascript.rhino.Node:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.SyntacticScopeCreator:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.BasicErrorManager:getErrorCount()I NegFix
com.google.javascript.rhino.Node:isScript()Z NegFix
com.google.javascript.rhino.Node:setOptionalArg(Z)V NegFix
com.google.javascript.rhino.jstype.AllType:isAllType()Z NegFix
com.google.javascript.rhino.jstype.ArrowType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)V NegFix
com.google.javascript.rhino.jstype.ArrowType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Z)V NegFix
com.google.javascript.rhino.jstype.BooleanType:getDisplayName()Ljava/lang/String; NegFix
com.google.javascript.rhino.jstype.BooleanType:toStringHelper(Z)Ljava/lang/String; NegFix
com.google.javascript.rhino.jstype.ErrorFunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;)V NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:build()Lcom/google/javascript/rhino/jstype/FunctionType; NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:forNativeType()Lcom/google/javascript/rhino/jstype/FunctionBuilder; NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:withParamsNode(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/FunctionBuilder; NegFix
com.google.javascript.rhino.jstype.FunctionBuilder:withReturnType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/FunctionBuilder; NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:addOptionalParams([Lcom/google/javascript/rhino/jstype/JSType;)Z NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:addRequiredParams([Lcom/google/javascript/rhino/jstype/JSType;)Z NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:addVarArgs(Lcom/google/javascript/rhino/jstype/JSType;)Z NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:build()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:hasOptionalOrVarArgs()Z NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:hasVarArgs()Z NegFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:newParameter(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.jstype.FunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/ArrowType;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/TemplateTypeMap;ZZ)V NegFix
com.google.javascript.rhino.jstype.FunctionType:addSubType(Lcom/google/javascript/rhino/jstype/FunctionType;)V NegFix
com.google.javascript.rhino.jstype.FunctionType:getExtendedInterfaces()Ljava/lang/Iterable; NegFix
com.google.javascript.rhino.jstype.FunctionType:getInstanceType()Lcom/google/javascript/rhino/jstype/ObjectType; NegFix
com.google.javascript.rhino.jstype.FunctionType:getInternalArrowType()Lcom/google/javascript/rhino/jstype/ArrowType; NegFix
com.google.javascript.rhino.jstype.FunctionType:getPrototype()Lcom/google/javascript/rhino/jstype/ObjectType; NegFix
com.google.javascript.rhino.jstype.FunctionType:getSuperClassConstructor()Lcom/google/javascript/rhino/jstype/FunctionType; NegFix
com.google.javascript.rhino.jstype.FunctionType:hasCachedValues()Z NegFix
com.google.javascript.rhino.jstype.FunctionType:hasInstanceType()Z NegFix
com.google.javascript.rhino.jstype.FunctionType:isConstructor()Z NegFix
com.google.javascript.rhino.jstype.FunctionType:isInterface()Z NegFix
com.google.javascript.rhino.jstype.FunctionType:setInstanceType(Lcom/google/javascript/rhino/jstype/ObjectType;)V NegFix
com.google.javascript.rhino.jstype.FunctionType:setPrototype(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.FunctionType:setPrototypeBasedOn(Lcom/google/javascript/rhino/jstype/ObjectType;)V NegFix
com.google.javascript.rhino.jstype.FunctionType:setPrototypeBasedOn(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.jstype.FunctionType:setPrototypeNoCheck(Lcom/google/javascript/rhino/jstype/ObjectType;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.jstype.FunctionType:toMaybeFunctionType()Lcom/google/javascript/rhino/jstype/FunctionType; NegFix
com.google.javascript.rhino.jstype.InstanceObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/FunctionType;Z)V NegFix
