com.google.javascript.jscomp.CommandLineRunner:createOptions()Lcom/google/javascript/jscomp/CompilerOptions; CleanFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:setWarningGuardSpec(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$WarningGuardSpec;)Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig; NegFix
com.google.javascript.jscomp.AbstractCommandLineRunner$WarningGuardSpec:<init>()V NegFix
com.google.javascript.jscomp.CommandLineRunner$Flags$WarningGuardErrorOptionHandler:<init>(Lorg/kohsuke/args4j/CmdLineParser;Lorg/kohsuke/args4j/OptionDef;Lorg/kohsuke/args4j/spi/Setter;)V NegFix
com.google.javascript.jscomp.CommandLineRunner$Flags$WarningGuardOffOptionHandler:<init>(Lorg/kohsuke/args4j/CmdLineParser;Lorg/kohsuke/args4j/OptionDef;Lorg/kohsuke/args4j/spi/Setter;)V NegFix
com.google.javascript.jscomp.CommandLineRunner$Flags$WarningGuardSetter:<init>(Lorg/kohsuke/args4j/spi/Setter;Lcom/google/javascript/jscomp/CheckLevel;)V NegFix
com.google.javascript.jscomp.LightweightMessageFormatter$LineNumberingFormatter:formatLine(Ljava/lang/String;I)Ljava/lang/String; NegFix
com.google.javascript.jscomp.DefaultPassConfig$4:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NegFix
com.google.javascript.jscomp.Compiler:setHasRegExpGlobalReferences(Z)V NegFix
com.google.javascript.jscomp.ControlStructureCheck:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.CompilerOptions:setTrustedStrings(Z)V NegFix
com.google.javascript.jscomp.ControlFlowGraph$Branch:isConditional()Z NegFix
com.google.javascript.jscomp.DefaultPassConfig$18$1:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig$18;Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$18:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/CompilerPass; NegFix
com.google.javascript.jscomp.DependencyOptions:setDependencySorting(Z)Lcom/google/javascript/jscomp/DependencyOptions; NegFix
com.google.javascript.jscomp.deps.JsFileParser:setIncludeGoogBase(Z)Lcom/google/javascript/jscomp/deps/JsFileParser; NegFix
com.google.javascript.jscomp.deps.SortedDependencies$1:<init>(Ljava/util/Map;)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$10$1:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig$10;Lcom/google/javascript/jscomp/ProcessClosurePrimitives;)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$16:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NegFix
com.google.javascript.jscomp.ClosureRewriteClass:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.graph.GraphReachability:<init>(Lcom/google/javascript/jscomp/graph/DiGraph;Lcom/google/common/base/Predicate;)V NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:extractMultilineTextualBlock(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$ExtractionInfo; NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getCharIgnoreLineEnd()I NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getRemainingJSDocLine()Ljava/lang/String; NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:peekChar()I NegFix
com.google.javascript.jscomp.CombinedCompilerPass:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;[Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NegFix
com.google.javascript.jscomp.JSModule:setDepth(I)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$22:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NegFix
com.google.javascript.jscomp.DefaultPassConfig$107:<init>(Ljava/util/Collection;)V NegFix
com.google.javascript.jscomp.DefaultPassConfig:runInSerial(Ljava/util/Collection;)Lcom/google/javascript/jscomp/CompilerPass; NegFix
com.google.javascript.jscomp.Compiler:precheck()Z NegFix
com.google.javascript.jscomp.CheckSideEffects:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/CheckLevel;Z)V NegFix
com.google.javascript.jscomp.VarCheck:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PhaseOptimizer$Loop:<init>(Lcom/google/javascript/jscomp/PhaseOptimizer;)V NegFix
com.google.javascript.jscomp.Tracer:<init>(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$13:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$17:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$18:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$19:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$21:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$27:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$33:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$34:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$36:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$40:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$44:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$47:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$49:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$50:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$52:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$54:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$57:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$58:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$60:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$64:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$70:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$72:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$74:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$77:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$7:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$86:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$87:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$88:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$91:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$95:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$96:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$97:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$98:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.DefaultPassConfig$9:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NegFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$AnnotatedLinkedDirectedGraphEdge:<init>(Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;Ljava/lang/Object;Lcom/google/javascript/jscomp/graph/DiGraph$DiGraphNode;)V NegFix
com.google.javascript.jscomp.JSError:make(Ljava/lang/String;IILcom/google/javascript/jscomp/DiagnosticType;[Ljava/lang/String;)Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:getParserConfig()Lcom/google/javascript/jscomp/parsing/Config; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:isReservedKeyword(Ljava/lang/String;)Z NegFix
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:newTraversal(Lcom/google/javascript/jscomp/graph/FixedPointGraphTraversal$EdgeCallback;)Lcom/google/javascript/jscomp/graph/FixedPointGraphTraversal; NegFix
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:<init>(Lcom/google/javascript/jscomp/graph/FixedPointGraphTraversal$EdgeCallback;)V NegFix
com.google.javascript.jscomp.NodeUtil:mayHaveSideEffects(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/AbstractCompiler;)Z NegFix
com.google.javascript.jscomp.JSError:make(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/DiagnosticType;[Ljava/lang/String;)Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.BasicErrorManager$ErrorWithLevel:<init>(Lcom/google/javascript/jscomp/JSError;Lcom/google/javascript/jscomp/CheckLevel;)V NegFix
com.google.javascript.jscomp.SyntacticScopeCreator:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/SyntacticScopeCreator$RedeclarationHandler;)V NegFix
com.google.javascript.rhino.JSDocInfo:setThisType(Lcom/google/javascript/rhino/JSTypeExpression;)V NegFix
com.google.javascript.rhino.JSDocInfoBuilder:markText(Ljava/lang/String;IIII)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:update()V NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:getRemainingJSDocLine()Ljava/lang/String; NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser$ExtractionInfo:<init>(Ljava/lang/String;Lcom/google/javascript/jscomp/parsing/JsDocToken;)V NegFix
com.google.javascript.rhino.JSDocInfo:declareParam(Lcom/google/javascript/rhino/JSTypeExpression;Ljava/lang/String;)Z NegFix
com.google.javascript.rhino.JSDocInfoBuilder:recordParameter(Ljava/lang/String;Lcom/google/javascript/rhino/JSTypeExpression;)Z NegFix
com.google.javascript.rhino.JSDocInfoBuilder:markName(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/StaticSourceFile;II)V NegFix
com.google.javascript.rhino.Node:isEmpty()Z NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:matchChar(I)Z NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:ungetCharIgnoreLineEnd(I)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getChar()I NegFix
com.google.javascript.rhino.JSDocInfo$LazilyInitializedInfo:<init>()V NegFix
com.google.javascript.rhino.JSDocInfo:lazyInitInfo()V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processNumberLiteral(Lcom/google/javascript/rhino/head/ast/NumberLiteral;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.TypeSafeDispatcher:process(Lcom/google/javascript/rhino/head/ast/AstNode;)Ljava/lang/Object; NegFix
com.google.javascript.rhino.Node:newString(Ljava/lang/String;II)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$AnnotatedLinkedDirectedGraphNode:setAnnotation(Lcom/google/javascript/jscomp/graph/Annotation;)V NegFix
com.google.javascript.rhino.Node$StringNode:<init>(ILjava/lang/String;II)V NegFix
com.google.javascript.rhino.IR:number(D)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.JSTypeExpression:<init>(Lcom/google/javascript/rhino/Node;Ljava/lang/String;)V NegFix
com.google.javascript.rhino.Node:newNumber(D)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph:<init>(Lcom/google/javascript/rhino/Node;Ljava/util/Map;Z)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:isJSDocString(I)Z NegFix
com.google.javascript.rhino.Node:<init>(III)V NegFix
com.google.javascript.rhino.Node:isComma()Z NegFix
com.google.javascript.rhino.Node:setLength(I)V NegFix
com.google.javascript.rhino.JSDocInfoBuilder:hasAnySingletonTypeTags()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory:position2charno(I)I NegFix
com.google.javascript.rhino.JSDocInfo:hasEnumParameterType()Z NegFix
com.google.javascript.rhino.JSDocInfo:hasTypedefType()Z NegFix
com.google.javascript.rhino.JSDocInfo:setFlag(ZI)V NegFix
com.google.javascript.jscomp.DiagnosticGroupWarningsGuard:enables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:setFileLevelJsDocBuilder(Lcom/google/javascript/rhino/Node$FileLevelJsDocBuilder;)V NegFix
com.google.javascript.jscomp.graph.LinkedDirectedGraph$LinkedDirectedGraphNode:<init>(Ljava/lang/Object;)V NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:eatUntilEOLIfNotAnnotation()Lcom/google/javascript/jscomp/parsing/JsDocToken; NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:eatUntilEOLIfNotAnnotation(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/jscomp/parsing/JsDocToken; NegFix
com.google.javascript.rhino.Node:mergeLineCharNo(II)I NegFix
com.google.javascript.rhino.JSDocInfo:addMarker()Lcom/google/javascript/rhino/JSDocInfo$Marker; NegFix
com.google.javascript.rhino.JSDocInfo:lazyInitDocumentation()Z NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:eatTokensUntilEOL(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Lcom/google/javascript/jscomp/parsing/JsDocToken; NegFix
com.google.javascript.rhino.JSDocInfo:hasType()Z NegFix
com.google.javascript.rhino.JSDocInfo:hasType(I)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processVariableInitializer(Lcom/google/javascript/rhino/head/ast/VariableInitializer;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.CompilerOptions:isExternExportsEnabled()Z NegFix
com.google.javascript.jscomp.Compiler:hoistNoCompileFiles()V NegFix
com.google.javascript.jscomp.Compiler:hasErrors()Z NegFix
com.google.javascript.jscomp.Compiler:newTracer(Ljava/lang/String;)Lcom/google/javascript/jscomp/Tracer; NegFix
com.google.javascript.jscomp.CompilerOptions$TracerMode:isOn()Z NegFix
com.google.javascript.rhino.IR:block([Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.IR:mayBeStatementNoReturn(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.IR:mayBeStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.Tracer:stop()J NegFix
com.google.javascript.jscomp.Tracer:stop(I)J NegFix
com.google.javascript.jscomp.Compiler:hasHaltingErrors()Z NegFix
com.google.javascript.jscomp.Tracer:<init>(Ljava/lang/String;Ljava/lang/String;)V NegFix
com.google.javascript.rhino.JSDocInfoBuilder:markAnnotation(Ljava/lang/String;II)V NegFix
com.google.javascript.rhino.JSDocInfo:setAssociatedNode(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.rhino.JSDocInfo:setVisibility(Lcom/google/javascript/rhino/JSDocInfo$Visibility;)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getCharno()I NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getLineno()I NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:isAlpha(I)Z NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:<init>(Lcom/google/javascript/jscomp/parsing/JsDocTokenStream;Lcom/google/javascript/rhino/head/ast/Comment;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/parsing/Config;Lcom/google/javascript/rhino/head/ErrorReporter;)V NegFix
com.google.javascript.rhino.JSDocInfoBuilder:recordOriginalCommentPosition(I)V NegFix
com.google.javascript.rhino.JSDocInfoBuilder:recordOriginalCommentString(Ljava/lang/String;)V NegFix
com.google.javascript.rhino.JSDocInfoBuilder:shouldParseDocumentation()Z NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:current()Lcom/google/javascript/jscomp/parsing/JsDocToken; NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:match(Lcom/google/javascript/jscomp/parsing/JsDocToken;)Z NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:next()Lcom/google/javascript/jscomp/parsing/JsDocToken; NegFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:createTemplateNode()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.JSDocInfo:getFlag(I)Z NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getString()Ljava/lang/String; NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:addToString(I)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getStringFromBuffer()Ljava/lang/String; NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:ungetChar(I)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:isJSSpace(I)Z NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:<init>(Ljava/lang/String;II)V NegFix
com.google.javascript.jscomp.parsing.JsDocTokenStream:getOffset()I NegFix
com.google.javascript.rhino.JSDocInfoBuilder:<init>(Z)V NegFix
com.google.javascript.rhino.JSDocInfo:<init>(Z)V NegFix
com.google.javascript.rhino.IR:script()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory:transformTokenType(I)I NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processAssignment(Lcom/google/javascript/rhino/head/ast/Assignment;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:isCast()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:validAssignmentTarget(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processName(Lcom/google/javascript/rhino/head/ast/Name;Z)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:transformAsString(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeTraversal:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/NodeTraversal$Callback;Lcom/google/javascript/jscomp/ScopeCreator;)V NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processInfixExpression(Lcom/google/javascript/rhino/head/ast/InfixExpression;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:isParamList()Z NegFix
com.google.javascript.rhino.Node:isExprResult()Z NegFix
com.google.javascript.jscomp.NodeUtil:isAssignmentOp(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.Scope:createGlobalScope(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/Scope; NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.NodeUtil:isFunctionExpression(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isAssign()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory:transformNodeWithInlineJsDoc(Lcom/google/javascript/rhino/head/ast/AstNode;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processBlock(Lcom/google/javascript/rhino/head/ast/Block;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processVariableDeclaration(Lcom/google/javascript/rhino/head/ast/VariableDeclaration;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeUtil:isStatement(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.rhino.Node:isCall()Z NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processGeneric(Lcom/google/javascript/rhino/head/Node;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:isDirective(Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.Compiler:getTypeRegistry()Lcom/google/javascript/rhino/jstype/JSTypeRegistry; NegFix
com.google.javascript.jscomp.Compiler:initInputsByIdMap()V NegFix
com.google.javascript.jscomp.Compiler:makeCompilerInput(Ljava/util/List;Z)Ljava/util/List; NegFix
com.google.javascript.jscomp.BasicErrorManager:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:getWarnings()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.Compiler:initModules(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)V NegFix
com.google.javascript.jscomp.Compiler:fillEmptyModules(Ljava/util/List;)V NegFix
com.google.javascript.jscomp.CompilerInput:setModule(Lcom/google/javascript/jscomp/JSModule;)V NegFix
com.google.javascript.rhino.Node$IntPropListItem:getIntValue()I NegFix
com.google.javascript.jscomp.JSModule:<init>(Ljava/lang/String;)V NegFix
com.google.javascript.jscomp.CompilerInput:getName()Ljava/lang/String; NegFix
com.google.javascript.rhino.InputId:getIdName()Ljava/lang/String; NegFix
com.google.javascript.jscomp.CompilerOptions:setCodingConvention(Lcom/google/javascript/jscomp/CodingConvention;)V NegFix
com.google.javascript.jscomp.CompilerOptions:setLanguageIn(Lcom/google/javascript/jscomp/CompilerOptions$LanguageMode;)V NegFix
com.google.javascript.rhino.IR:block()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher:processExpressionStatement(Lcom/google/javascript/rhino/head/ast/ExpressionStatement;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:extractCharno(I)I NegFix
com.google.javascript.jscomp.Compiler:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.jscomp.BasicErrorManager:getErrors()[Lcom/google/javascript/jscomp/JSError; NegFix
com.google.javascript.rhino.Node:isBlock()Z NegFix
com.google.javascript.rhino.Node:isVar()Z NegFix
com.google.javascript.rhino.Node:getBooleanProp(I)Z NegFix
com.google.javascript.rhino.Node:isName()Z NegFix
com.google.javascript.rhino.Node:getParent()Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.rhino.Node:isFunction()Z NegFix
com.google.javascript.jscomp.CompilerInput:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.Compiler:putCompilerInput(Lcom/google/javascript/rhino/InputId;Lcom/google/javascript/jscomp/CompilerInput;)Lcom/google/javascript/jscomp/CompilerInput; NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;)V NegFix
com.google.javascript.jscomp.CompilerInput:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.CompilerInput:setCompiler(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Lcom/google/javascript/rhino/InputId;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceAst;Z)V NegFix
com.google.javascript.jscomp.CompilerInput:<init>(Lcom/google/javascript/jscomp/SourceFile;Z)V NegFix
com.google.javascript.jscomp.JsAst:getInputId()Lcom/google/javascript/rhino/InputId; NegFix
com.google.javascript.jscomp.JsAst:getSourceFile()Lcom/google/javascript/jscomp/SourceFile; NegFix
com.google.javascript.jscomp.SourceFile:setIsExtern(Z)V NegFix
com.google.javascript.jscomp.Compiler:prepareAst(Lcom/google/javascript/rhino/Node;)V NegFix
com.google.javascript.jscomp.PrepareAst$PrepareAnnotations:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;)V NegFix
com.google.javascript.jscomp.PrepareAst:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Z)V NegFix
com.google.javascript.rhino.Node:isObjectLit()Z NegFix
com.google.javascript.rhino.Node:removeProp(Lcom/google/javascript/rhino/Node$PropListItem;I)Lcom/google/javascript/rhino/Node$PropListItem; NegFix
com.google.javascript.jscomp.JsAst:getAstRoot(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/rhino/Node; NegFix
com.google.javascript.jscomp.NodeTraversal:getSourceName(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; NegFix
com.google.javascript.rhino.Node:removeProp(I)V NegFix
com.google.javascript.jscomp.Compiler:getErrorManager()Lcom/google/javascript/jscomp/ErrorManager; NegFix
com.google.javascript.jscomp.Compiler:isIdeMode()Z NegFix
com.google.javascript.rhino.Node:setOptionalArg(Z)V NegFix
com.google.javascript.rhino.jstype.AllType:isAllType()Z NegFix
